author_type,district,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Калининский,4.0,10.0,6.5,13.5,3300000.0,1.0, Михаила Немыткина,20.0,Заельцовская,2011
real_estate_agent,Октябрьский,8.0,25.0,5.772,23.088,4992780.0,1.0,Пролетарская ,28.86,Золотая Нива,2026
realtor,Ленинский,5.0,5.0,3.0,12.0,2350000.0,1.0, Серафимовича,15.0,Площадь Маркса,2015
developer,Дзержинский,14.0,14.0,5.0,11.3,4550000.0,1.0, Есенина,25.2,Золотая Нива,2027
real_estate_agent,Октябрьский,7.0,17.0,5.1,14.0,3500000.0,1.0,Рябиновая ,25.4,Речной вокзал,2009
real_estate_agent,Ленинский,16.0,17.0,4.0,10.5,3500000.0,1.0, Забалуева,19.5,Студенческая,2023
developer,Железнодорожный,19.0,25.0,6.800000000000001,27.200000000000003,9000000.0,1.0,Железнодорожная ,34.0,Гагаринская,2024
real_estate_agent,Заельцовский,4.0,10.0,3.0,17.0,4000000.0,1.0,Кубовая ,25.0,Заельцовская,2022
real_estate_agent,Кировский,2.0,3.0,3.0,15.0,2600000.0,1.0,Воскресная ,23.6,Студенческая,2017
developer,Заельцовский,17.0,17.0,5.84,23.36,4750000.0,1.0,Кедровая ,29.2,Заельцовская,2010
realtor,Кировский,1.0,3.0,5.0,26.0,2390009.0,1.0,Рубежная ,34.2,Студенческая,2017
real_estate_agent,Ленинский,4.0,12.0,10.0,15.7,3170000.0,1.0, Романтиков,25.7,Площадь Маркса,2015
developer,Октябрьский,2.0,7.0,4.9,19.6,4149700.0,1.0,Выборная ,24.5,Речной вокзал,2026
real_estate_agent,Калининский,4.0,12.0,5.0,15.0,5490000.0,1.0, Имени генерал-майора А.Н. Рожкина,28.0,Заельцовская,2017
real_estate_agent,Кировский,2.0,3.0,5.0,16.7,3080000.0,1.0,Воскресная ,33.6,Студенческая,2016
real_estate_agent,Октябрьский,3.0,23.0,5.702000000000001,22.808000000000003,4618620.0,1.0,2-я Воинская ,28.51,Золотая Нива,2025
real_estate_agent,Заельцовский,7.0,12.0,5.1,11.2,4000000.0,1.0,Охотская ,24.5,Заельцовская,2022
real_estate_agent,Октябрьский,3.0,12.0,5.0,19.0,5000000.0,1.0, Кошурникова,29.0,Золотая Нива,2026
developer,Октябрьский,3.0,10.0,4.7,18.8,4193600.0,1.0,Выборная ,23.5,Речной вокзал,2026
real_estate_agent,Ленинский,9.0,14.0,7.299999999999999,15.1,3150000.0,1.0, Титова,22.4,Площадь Маркса,2017
real_estate_agent,Кировский,2.0,17.0,4.0,11.0,2300000.0,1.0, Виктора Уса,20.0,Площадь Маркса,2014
developer,Дзержинский,3.0,14.0,2.8,8.2,4100000.0,1.0, Есенина,20.4,Золотая Нива,2027
real_estate_agent,Первомайский,13.0,17.0,3.0,11.2,2300000.0,1.0, Одоевского,19.2,Спортивная,2013
real_estate_agent,Ленинский,1.0,3.0,5.2,20.8,2949000.0,1.0,Большая ,26.0,Площадь Маркса,2015
developer,Железнодорожный,11.0,25.0,5.1,12.0,8600000.0,1.0,Железнодорожная ,41.7,Гагаринская,2028
real_estate_agent,Ленинский,14.0,18.0,4.08,16.32,3000000.0,1.0, Забалуева,20.4,Площадь Маркса,2023
developer,Советский,3.0,18.0,7.5,9.1,5990000.0,1.0, Российская,25.57,Студенческая,2028
developer,Октябрьский,1.0,9.0,10.0,12.3,9990000.0,1.0,Большевистская ,42.28,Речной вокзал,2026
real_estate_agent,Октябрьский,3.0,22.0,12.600000000000001,18.0,4600000.0,1.0, Декабристов,30.6,Речной вокзал,2020
real_estate_agent,Калининский,4.0,9.0,5.0,17.0,4400000.0,1.0, Дунаевского,28.0,Заельцовская,2017
developer,Октябрьский,4.0,10.0,4.64,18.56,4154200.0,1.0,Выборная ,23.2,Речной вокзал,2026
real_estate_agent,Октябрьский,2.0,18.0,5.34,21.36,3850000.0,1.0,Лазурная ,26.7,Золотая Нива,2015
real_estate_agent,Кировский,4.0,17.0,5.0,14.1,3300000.0,1.0,Бронная ,24.1,Площадь Маркса,2023
developer,Дзержинский,3.0,14.0,5.4,11.9,4990000.0,1.0, Есенина,26.9,Золотая Нива,2027
real_estate_agent,Октябрьский,16.0,17.0,4.0,18.0,3410000.0,1.0,Рябиновая ,23.1,Речной вокзал,2010
real_estate_agent,Октябрьский,6.0,16.0,5.0,16.0,4100000.0,1.0,Закаменский мкр,21.3,Березовая Роща,2023
developer,Заельцовский,8.0,25.0,4.0,26.0,7200000.0,1.0,Красный проспект,37.4,Заельцовская,2025
developer,Ленинский,5.0,27.0,14.399999999999999,13.0,5402000.0,1.0, Ясный Берег,27.4,Октябрьская,2027
real_estate_agent,Октябрьский,6.0,8.0,5.4,21.6,3460000.0,1.0, Ключ-Камышенское плато,27.0,Спортивная,2013
real_estate_agent,Кировский,13.0,19.0,5.0,22.6,3000000.0,1.0, Виктора Уса,27.6,Площадь Маркса,2014
real_estate_agent,Заельцовский,12.0,24.0,6.938,27.752,6650000.0,1.0,Красный проспект,34.69,Заельцовская,2027
real_estate_agent,Центральный,5.0,5.0,4.0,16.0,3840000.0,1.0, Крылова,25.0,Красный Проспект,2007
real_estate_agent,Ленинский,4.0,17.0,5.638000000000001,22.552000000000003,4419510.0,1.0, Титова,28.19,Площадь Маркса,2026
developer,Дзержинский,6.0,14.0,5.2,15.3,5350000.0,1.0, Есенина,29.7,Золотая Нива,2027
real_estate_agent,Ленинский,10.0,17.0,6.0,15.0,2999000.0,1.0, Забалуева,27.5,Площадь Маркса,2023
real_estate_agent,Ленинский,2.0,12.0,5.34,21.36,3577800.0,1.0, Юности,26.7,Площадь Маркса,2024
developer,Дзержинский,19.0,25.0,3.1,14.9,5664100.0,1.0, Есенина,24.9,Золотая Нива,2026
real_estate_agent,Ленинский,8.0,16.0,5.0,12.0,4650000.0,1.0, Котовского,24.1,Площадь Маркса,2012
real_estate_agent,Октябрьский,10.0,10.0,14.399999999999999,18.0,3400000.0,1.0, Татьяны Снежиной,32.4,Золотая Нива,2010
developer,Ленинский,12.0,13.0,4.806000000000001,19.224000000000004,5700000.0,1.0,площадь Карла Маркса,24.03,Площадь Маркса,2026
real_estate_agent,Первомайский,17.0,17.0,3.8600000000000003,15.440000000000001,2250000.0,1.0, Твардовского,19.3,Речной вокзал,2015
real_estate_agent,Кировский,8.0,10.0,19.5,19.0,3480000.0,1.0, Николая Сотникова,38.5,Студенческая,2019
developer,Дзержинский,6.0,14.0,5.0,11.5,4550000.0,1.0, Есенина,25.5,Золотая Нива,2027
real_estate_agent,Заельцовский,4.0,17.0,5.0,13.3,4900000.0,1.0,Красногорская ,26.3,Заельцовская,2020
developer,Калининский,15.0,21.0,5.0,15.8,4833588.0,1.0, Богдана Хмельницкого,32.0,Заельцовская,2027
developer,Дзержинский,2.0,25.0,3.9,21.7,6711900.0,1.0, Есенина,41.1,Золотая Нива,2026
realtor,Заельцовский,13.0,21.0,3.0,15.0,5600000.0,1.0,Дачная ,23.0,Заельцовская,2013
real_estate_agent,Октябрьский,3.0,4.0,2.0,36.0,5500000.0,1.0,Выборная ,43.0,Речной вокзал,2014
developer,Ленинский,6.0,25.0,15.7,17.8,6290000.0,1.0, Костычева,33.5,Площадь Маркса,2027
real_estate_agent,Первомайский,2.0,17.0,4.0,9.0,2680000.0,1.0, Одоевского,20.0,Речной вокзал,2013
developer,Центральный,21.0,25.0,5.54,22.16,7200000.0,1.0, Державина,27.7,Маршала Покрышкина,2022
realtor,Октябрьский,5.0,20.0,4.800000000000001,19.200000000000003,4200000.0,1.0,Ленинградская ,24.0,Речной вокзал,2024
real_estate_agent,Октябрьский,20.0,25.0,2.0,18.4,4850000.0,1.0,Гурьевская ,28.8,Золотая Нива,2020
real_estate_agent,Заельцовский,15.0,24.0,5.686,22.744,5480000.0,1.0,Красный проспект,28.43,Заельцовская,2027
real_estate_agent,Ленинский,7.0,17.0,6.140000000000001,24.560000000000002,3300000.0,1.0, Забалуева,30.7,Площадь Маркса,2015
real_estate_agent,Октябрьский,7.0,10.0,4.0,35.0,3000000.0,1.0, Плющихинская,39.0,Золотая Нива,2024
developer,Первомайский,6.0,14.0,5.0,9.1,4167000.0,1.0, Одоевского,21.85,Речной вокзал,2026
real_estate_agent,Калининский,15.0,17.0,4.0,19.1,3800000.0,1.0, Фадеева,28.1,Заельцовская,2017
real_estate_agent,Дзержинский,12.0,24.0,3.0,10.0,4600000.0,1.0, Бориса Богаткова,18.0,Золотая Нива,2018
real_estate_agent,Заельцовский,9.0,24.0,5.734000000000001,22.936000000000003,5510000.0,1.0,Красный проспект,28.67,Заельцовская,2027
real_estate_agent,Калининский,12.0,26.0,2.0,15.0,4700000.0,1.0,Танковая ,23.4,Заельцовская,2017
real_estate_agent,Октябрьский,4.0,25.0,2.4,13.4,4700000.0,1.0, Кирова,22.7,Октябрьская,2024
real_estate_agent,Кировский,3.0,17.0,3.1,14.4,2950000.0,1.0, Виктора Уса,23.4,Площадь Маркса,2014
real_estate_agent,Октябрьский,6.0,9.0,12.399999999999999,20.0,3500000.0,1.0, Виталия Потылицына,32.4,Золотая Нива,2020
real_estate_agent,Ленинский,14.0,18.0,3.0,14.0,2950000.0,1.0, Забалуева,22.7,Площадь Маркса,2018
developer,Дзержинский,15.0,17.0,11.099999999999998,14.8,5521880.0,1.0,Промышленная ,25.9,Березовая Роща,2026
real_estate_agent,Первомайский,17.0,17.0,4.0,15.4,3900000.0,1.0,Первомайская ,27.4,Речной вокзал,2012
real_estate_agent,Советский,15.0,26.0,5.0,22.8,2950000.0,1.0, Молодости,27.8,Студенческая,1994
developer,Октябрьский,23.0,25.0,3.6,9.6,4910000.0,1.0, Кирова,23.2,Октябрьская,2026
real_estate_agent,Кировский,9.0,14.0,3.5,19.0,3850000.0,1.0, Герцена,25.8,Студенческая,2017
developer,Дзержинский,17.0,17.0,10.799999999999999,14.4,5634834.0,1.0,Промышленная ,25.2,Березовая Роща,2026
real_estate_agent,Кировский,12.0,17.0,5.0,11.0,3700000.0,1.0,Беловежская ,23.8,Площадь Маркса,2019
real_estate_agent,Октябрьский,12.0,18.0,5.0,20.0,3000000.0,1.0, Плющихинская,25.0,Золотая Нива,2024
real_estate_agent,Заельцовский,5.0,24.0,7.102,28.408,6810000.0,1.0,Красный проспект,35.51,Заельцовская,2027
real_estate_agent,Калининский,14.0,15.0,2.0,15.0,4550000.0,1.0, Имени генерал-майора А.Н. Рожкина,28.4,Заельцовская,2017
developer,Ленинский,5.0,15.0,4.436,17.744,4790000.0,1.0,площадь Карла Маркса,22.18,Площадь Маркса,2026
real_estate_agent,Ленинский,3.0,19.0,5.24,20.96,5500000.0,1.0,Стартовая ,26.2,Студенческая,2015
real_estate_agent,Заельцовский,5.0,18.0,5.0,18.0,5500000.0,1.0, Дмитрия Донского,25.0,Заельцовская,2012
developer,Дзержинский,17.0,17.0,17.42,12.5,6529292.0,1.0,Промышленная ,29.92,Березовая Роща,2026
real_estate_agent,Ленинский,12.0,13.0,2.0,18.0,3800000.0,1.0, Юности,25.7,Площадь Маркса,2020
real_estate_agent,Октябрьский,6.0,10.0,4.0,25.0,3080000.0,1.0, Плющихинская,39.35,Золотая Нива,2024
developer,Советский,4.0,24.0,6.426000000000001,25.704000000000004,7494000.0,1.0, Мусы Джалиля,32.13,Студенческая,2027
developer,Калининский,1.0,17.0,5.84,23.36,4200000.0,1.0,На Игарской кв-л,29.2,Заельцовская,2027
real_estate_agent,Первомайский,15.0,19.0,6.199999999999999,15.0,3800000.0,1.0,Первомайская ,21.2,Речной вокзал,2013
real_estate_agent,Кировский,8.0,16.0,5.0,17.7,4200000.0,1.0, Ватутина,22.7,Студенческая,2017
developer,Первомайский,1.0,10.0,5.0,11.7,4899900.0,1.0, Одоевского,27.4,Речной вокзал,2026
real_estate_agent,Октябрьский,14.0,23.0,4.100000000000001,22.0,4300000.0,1.0,2-я Воинская ,26.1,Золотая Нива,2024
real_estate_agent,Кировский,16.0,16.0,4.0,10.0,2299000.0,1.0, Виктора Уса,19.0,Площадь Маркса,2013
developer,Ленинский,1.0,9.0,20.56,15.3,6661000.0,1.0,Ясный Берег город-парк,35.86,Красный Проспект,2027
real_estate_agent,Советский,3.0,3.0,8.0,16.0,4350000.0,1.0,Золотистый переулок,33.0,Речной вокзал,2022
real_estate_agent,Октябрьский,13.0,17.0,5.0,16.9,4700000.0,1.0,Выборная ,33.9,Речной вокзал,2018
developer,Первомайский,5.0,10.0,5.0,11.2,4666700.0,1.0, Одоевского,25.72,Речной вокзал,2026
real_estate_agent,Кировский,2.0,10.0,7.0,25.0,3350000.0,1.0, Виктора Шевелева,39.0,Студенческая,2023
real_estate_agent,Калининский,8.0,16.0,4.0,18.0,3900000.0,1.0,Тайгинская ,29.2,Заельцовская,2023
developer,Калининский,15.0,21.0,5.1,15.3,4676958.0,1.0, Богдана Хмельницкого,30.5,Заельцовская,2027
real_estate_agent,Кировский,2.0,18.0,4.0,16.0,2850000.0,1.0, Виктора Уса,24.0,Площадь Маркса,2016
real_estate_agent,Кировский,12.0,18.0,3.3,13.0,3350000.0,1.0, Зорге,25.0,Площадь Маркса,2021
