author_type,district,finish_type,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Кировский,-1,2,3,3 м²,15 м²,2600000,1,Воскресная ,23.6,Студенческая,-1
developer,,Предчистовая,17,17,-1,-1,4750000,1,Кедровая ,29.2,Заельцовская,2026
realtor,Кировский,-1,1,3,5 м²,26 м²,2390009,1,Рубежная ,34.2,Студенческая,2017
real_estate_agent,Ленинский,-1,4,12,10 м²,-1,3170000,1, Романтиков,25.7,Площадь Маркса,-1
developer,Октябрьский,Предчистовая,2,7,-1,-1,4149700,1,,24.5,Речной вокзал,2026
real_estate_agent,Калининский,-1,4,12,5 м²,15 м²,5490000,1, Имени генерал-майора А.Н. Рожкина,28.0,Заельцовская,-1
real_estate_agent,Кировский,-1,2,3,5 м²,"16,7 м²",3080000,1,Воскресная ,33.6,Студенческая,2016
real_estate_agent,Октябрьский,Предчистовая,3,23,-1,-1,4618620,1,2-я Воинская ,28.51,Золотая Нива,2025
real_estate_agent,Заельцовский,-1,7,12,"5,1 м²","11,2 м²",4000000,1,Охотская ,24.5,Заельцовская,-1
real_estate_agent,Октябрьский,Чистовая,3,12,5 м²,19 м²,5000000,-1, Кошурникова,29.0,Золотая Нива,2026
developer,Октябрьский,Предчистовая,3,10,-1,-1,4193600,1,,23.5,Речной вокзал,2026
real_estate_agent,Ленинский,-1,9,14,-1,"15,1 м²",3150000,1, Титова,22.4,Площадь Маркса,2017
real_estate_agent,Кировский,-1,2,17,4 м²,11 м²,2300000,1, Виктора Уса,20.0,Площадь Маркса,2014
developer,Дзержинский,"Под ключ, предчистовая, чистовая",3,14,"2,8 м²","8,2 м²",4100000,1,,20.4,Золотая Нива,2027
real_estate_agent,Первомайский,-1,13,17,3 м²,"11,2 м²",2300000,1, Одоевского,19.2,Спортивная,-1
real_estate_agent,Ленинский,-1,1,3,-1,-1,2949000,1,Большая ,26.0,Площадь Маркса,-1
developer,Железнодорожный,Предчистовая,11,25,"5,1 м²",12 м²,8600000,1,,41.7,Гагаринская,2028
real_estate_agent,Ленинский,-1,14,18,-1,-1,3000000,1, Забалуева,20.4,Площадь Маркса,2023
developer,Советский,Предчистовая,3,18,"7,5 м²","9,1 м²",5990000,1, Российская,25.57,Студенческая,2028
developer,Октябрьский,Предчистовая,1,9,10 м²,"12,3 м²",9990000,1,Большевистская ,42.28,Речной вокзал,2026
real_estate_agent,Октябрьский,-1,3,22,-1,18 м²,4600000,1, Декабристов,30.6,Речной вокзал,2020
real_estate_agent,Калининский,-1,4,9,5 м²,17 м²,4400000,1, Дунаевского,28.0,Заельцовская,-1
developer,Октябрьский,Предчистовая,4,10,-1,-1,4154200,1,,23.2,Речной вокзал,2026
real_estate_agent,Октябрьский,-1,2,18,-1,-1,3850000,1,Лазурная ,26.7,Золотая Нива,2015
real_estate_agent,Кировский,-1,4,17,5 м²,"14,1 м²",3300000,1,Бронная ,24.1,Площадь Маркса,2023
developer,Дзержинский,"Под ключ, предчистовая, чистовая",3,14,"5,4 м²","11,9 м²",4990000,1,,26.9,Золотая Нива,2027
real_estate_agent,Октябрьский,-1,16,17,4 м²,18 м²,3410000,1,Рябиновая ,23.1,Речной вокзал,2010
real_estate_agent,Октябрьский,Чистовая,6,16,5 м²,16 м²,4100000,1,Закаменский мкр,21.3,Березовая Роща,2023
developer,Заельцовский,Предчистовая,8,25,4 м²,26 м²,7200000,1,Красный проспект,37.4,Заельцовская,2025
developer,Ленинский,"Предчистовая, чистовая",5,27,-1,13 м²,5402000,1, Ясный Берег,27.4,Октябрьская,2027
real_estate_agent,Октябрьский,-1,6,8,-1,-1,3460000,1, Ключ-Камышенское плато,27.0,Спортивная,2013
real_estate_agent,Кировский,-1,13,19,5 м²,-1,3000000,1, Виктора Уса,27.6,Площадь Маркса,2014
real_estate_agent,Заельцовский,Предчистовая,12,24,-1,-1,6650000,1,,34.69,Заельцовская,2027
real_estate_agent,Центральный,-1,5,5,4 м²,16 м²,3840000,1, Крылова,25.0,Красный Проспект,-1
real_estate_agent,Ленинский,С отделкой,4,17,-1,-1,4419510,1, Титова,28.19,Площадь Маркса,2026
developer,Дзержинский,"Под ключ, предчистовая, чистовая",6,14,"5,2 м²","15,3 м²",5350000,1,,29.7,Золотая Нива,2027
real_estate_agent,Ленинский,-1,10,17,6 м²,15 м²,2999000,1, Забалуева,27.5,Площадь Маркса,2023
real_estate_agent,Ленинский,"Предчистовая, чистовая",2,12,-1,-1,3577800,1, Юности,26.7,Площадь Маркса,2024
developer,Дзержинский,"Без отделки, предчистовая",19,25,"3,1 м²","14,9 м²",5664100,1,,24.9,Золотая Нива,2026
real_estate_agent,Ленинский,-1,8,16,5 м²,12 м²,4650000,1, Котовского,24.1,Площадь Маркса,2012
real_estate_agent,Октябрьский,-1,10,10,-1,18 м²,3400000,1, Татьяны Снежиной,32.4,Золотая Нива,2010
developer,Ленинский,"Предчистовая, чистовая",12,13,-1,-1,5700000,-1,площадь Карла Маркса,24.03,Площадь Маркса,2026
real_estate_agent,Первомайский,-1,17,17,-1,-1,2250000,1, Твардовского,19.3,Речной вокзал,2015
real_estate_agent,Кировский,-1,8,10,-1,19 м²,3480000,1, Николая Сотникова,38.5,Студенческая,2019
developer,Дзержинский,"Под ключ, предчистовая, чистовая",6,14,5 м²,"11,5 м²",4550000,1,,25.5,Золотая Нива,2027
real_estate_agent,Заельцовский,-1,4,17,5 м²,"13,3 м²",4900000,1,Красногорская ,26.3,Заельцовская,2020
developer,Калининский,Предчистовая,15,21,5 м²,"15,8 м²",4833588,1,,32.0,Заельцовская,2027
developer,Дзержинский,"Без отделки, предчистовая",2,25,"3,9 м²","21,7 м²",6711900,1,,41.1,Золотая Нива,2026
realtor,Заельцовский,-1,13,21,3 м²,15 м²,5600000,1,Дачная ,23.0,Заельцовская,2013
real_estate_agent,Октябрьский,-1,3,4,2 м²,36 м²,5500000,1,Выборная ,43.0,Речной вокзал,2014
developer,Ленинский,Предчистовая,6,25,-1,"17,8 м²",6290000,1, Костычева,33.5,Площадь Маркса,2027
real_estate_agent,Первомайский,-1,2,17,4 м²,9 м²,2680000,1, Одоевского,20.0,Речной вокзал,-1
developer,Центральный,Предчистовая,21,25,-1,-1,7200000,1, Державина,27.7,Маршала Покрышкина,2022
realtor,Октябрьский,-1,5,20,-1,-1,4200000,1,Ленинградская ,24.0,Речной вокзал,2024
real_estate_agent,Октябрьский,-1,20,25,2 м²,"18,4 м²",4850000,1,Гурьевская ,28.8,Золотая Нива,-1
real_estate_agent,Заельцовский,Предчистовая,15,24,-1,-1,5480000,1,,28.43,Заельцовская,2027
real_estate_agent,Ленинский,-1,7,17,-1,-1,3300000,1, Забалуева,30.7,Площадь Маркса,-1
real_estate_agent,Октябрьский,Без отделки,7,10,4 м²,-1,3000000,1, Плющихинская,39.0,Золотая Нива,2024
developer,Первомайский,"Без отделки, предчистовая, чистовая",6,14,5 м²,"9,1 м²",4167000,1,,21.85,Речной вокзал,2026
real_estate_agent,Калининский,-1,15,17,4 м²,"19,1 м²",3800000,1, Фадеева,28.1,Заельцовская,-1
real_estate_agent,Дзержинский,-1,12,24,3 м²,10 м²,4600000,1, Бориса Богаткова,18.0,Золотая Нива,2018
real_estate_agent,Заельцовский,Предчистовая,9,24,-1,-1,5510000,1,,28.67,Заельцовская,2027
real_estate_agent,Калининский,-1,12,26,2 м²,15 м²,4700000,1,Танковая ,23.4,Заельцовская,-1
real_estate_agent,Октябрьский,-1,4,25,"2,4 м²","13,4 м²",4700000,-1, Кирова,22.7,Октябрьская,2024
real_estate_agent,Кировский,-1,3,17,"3,1 м²","14,4 м²",2950000,1, Виктора Уса,23.4,Площадь Маркса,2014
real_estate_agent,Октябрьский,-1,6,9,-1,20 м²,3500000,1, Виталия Потылицына,32.4,Золотая Нива,-1
real_estate_agent,Ленинский,-1,14,18,3 м²,14 м²,2950000,1, Забалуева,22.7,Площадь Маркса,2018
developer,Дзержинский,Предчистовая,15,17,-1,"14,8 м²",5521880,1,Промышленная ,25.9,Березовая Роща,2026
real_estate_agent,Первомайский,-1,17,17,4 м²,"15,4 м²",3900000,1,Первомайская ,27.4,Речной вокзал,2012
real_estate_agent,Советский,-1,15,26,-1,"22,8 м²",2950000,1, Молодости,27.8,Студенческая,-1
developer,Октябрьский,"Без отделки, предчистовая",23,25,"3,6 м²","9,6 м²",4910000,1,,23.2,Октябрьская,2026
real_estate_agent,Кировский,-1,9,14,"3,5 м²",19 м²,3850000,1, Герцена,25.8,Студенческая,2017
developer,Дзержинский,Предчистовая,17,17,-1,"14,4 м²",5634834,1,Промышленная ,25.2,Березовая Роща,2026
real_estate_agent,Кировский,-1,12,17,5 м²,11 м²,3700000,1,Беловежская ,23.8,Площадь Маркса,2019
real_estate_agent,Октябрьский,-1,12,18,-1,-1,3000000,1, Плющихинская,25.0,Золотая Нива,2024
real_estate_agent,Заельцовский,Предчистовая,5,24,-1,-1,6810000,1,,35.51,Заельцовская,2027
real_estate_agent,Калининский,-1,14,15,2 м²,15 м²,4550000,1, Имени генерал-майора А.Н. Рожкина,28.4,Заельцовская,-1
developer,Ленинский,"Предчистовая, чистовая",5,15,-1,-1,4790000,-1,площадь Карла Маркса,22.18,Площадь Маркса,2026
real_estate_agent,Ленинский,-1,3,19,-1,-1,5500000,1,Стартовая ,26.2,Студенческая,-1
real_estate_agent,Заельцовский,-1,5,18,5 м²,18 м²,5500000,1, Дмитрия Донского,25.0,Заельцовская,2012
developer,Дзержинский,Предчистовая,17,17,-1,"12,5 м²",6529292,1,Промышленная ,29.92,Березовая Роща,2026
real_estate_agent,Ленинский,-1,12,13,2 м²,18 м²,3800000,1, Юности,25.7,Площадь Маркса,2020
real_estate_agent,Октябрьский,Без отделки,6,10,4 м²,25 м²,3080000,1, Плющихинская,39.35,Золотая Нива,2024
developer,Советский,"Без отделки, под ключ, предчистовая",4,24,-1,-1,7494000,1, Мусы Джалиля,32.13,Студенческая,2027
developer,Калининский,"Без отделки, предчистовая",1,17,-1,-1,4200000,1,На Игарской кв-л,29.2,Заельцовская,2027
real_estate_agent,Первомайский,-1,15,19,-1,15 м²,3800000,1,Первомайская ,21.2,Речной вокзал,2013
real_estate_agent,Кировский,-1,8,16,5 м²,-1,4200000,1, Ватутина,22.7,Студенческая,-1
developer,Первомайский,"Без отделки, предчистовая, чистовая",1,10,5 м²,"11,7 м²",4899900,1,,27.4,Речной вокзал,2026
